Time (s),X (rad/s),Y (rad/s),Z (rad/s)
1654618489274310400,0.865380943,0.03843914,-1.167562485
1654618489284241408,0.633444369,-0.35123378,-1.128221035
1654618489294173440,0.33301729,-0.635502636,-1.014312148
1654618489304105472,0.033896368,-0.871543169,-0.878872514
1654618489314036480,-0.146390125,-1.020644188,-0.767518878
1654618489323968512,-0.205732018,-1.081322789,-0.64208585
1654618489333900544,-0.194029331,-1.053676248,-0.536585927
1654618489343832576,-0.175716892,-0.909643769,-0.505068719
1654618489353763328,-0.17763938,-0.689317644,-0.527951896
1654618489363695360,-0.177577063,-0.495092303,-0.535522461
1654618489373627392,-0.141638383,-0.399909765,-0.488319665
1654618489383559424,-0.108064972,-0.41161862,-0.421288699
1654618489393490432,-0.083705097,-0.461132973,-0.373753965
1654618489403422464,-0.049326349,-0.501908898,-0.337210327
1654618489413354496,-0.018060517,-0.516053379,-0.286076814
1654618489423285504,-0.032660764,-0.473641753,-0.214209557
1654618489433217536,-0.110943921,-0.357379943,-0.142778695
1654618489443149312,-0.187188357,-0.169129059,-0.113602959
1654618489453081344,-0.200790584,0.0093583,-0.126298383
1654618489463012352,-0.167176694,0.126985341,-0.146889404
1654618489472944384,-0.12320333,0.165795296,-0.150323287
1654618489482876416,-0.079614572,0.109363459,-0.130305111
1654618489492808448,-0.028780414,0.051494595,-0.139386535
1654618489502739456,0.007359749,-0.024943452,-0.213281795
1654618489512671488,0.023835527,-0.118139803,-0.284056217
1654618489522603520,-0.010893159,-0.236960992,-0.283935309
1654618489532534272,-0.079121366,-0.413356155,-0.24176313
1654618489542466304,-0.31048587,-0.571382225,-0.209153786
1654618489552398336,-0.890033782,-0.81051749,-0.040359627
1654618489562330368,-1.795219541,-1.281184316,0.215371743
1654618489572261376,-2.71361661,-1.869048595,0.350310028
1654618489582193408,-3.143176317,-2.382987499,0.283001036
1654618489592125440,-2.920561075,-2.793280363,0.179505497
1654618489602057472,-2.041845322,-2.275768757,0.123929597
1654618489611988224,-1.001290083,-0.930726528,0.338806927
1654618489621920256,-0.258126169,0.288839072,0.657923102
1654618489631852288,0.133975372,0.855426669,0.607909203
1654618489641783552,0.362860501,0.800054729,0.366944999
1654618489651715584,0.665553391,0.450801224,0.163138703
1654618489661647360,1.005885363,0.270864487,0.052888371
1654618489671579392,1.283027887,0.289461225,0.003550306
1654618489681510400,1.45503056,0.383712351,0.005323706
1654618489691442432,1.504507661,0.490465492,0.026652385
1654618489701374464,1.392750978,0.59371835,0.050270095
1654618489711306240,1.09815836,0.720214427,0.015348847
1654618489721237504,0.680677772,0.934512317,-0.089484356
1654618489731169536,0.273100287,1.17239356,-0.220881119
1654618489741101568,-0.022628831,1.358868361,-0.330047548
1654618489751032320,-0.153300256,1.522308946,-0.414528489
1654618489760964352,-0.096571729,1.677883863,-0.477991372
1654618489770896384,0.151387453,1.727847457,-0.512735426
1654618489780828416,0.530251145,1.568843722,-0.499979943
1654618489790759424,0.932418048,1.190315247,-0.437461585
1654618489800690176,1.232529402,0.689647853,-0.343103647
1654618489810622208,1.295490384,0.246206164,-0.262465686
1654618489820554240,1.085361719,-0.051513676,-0.211685047
1654618489830484992,0.722945452,-0.168917984,-0.206611171
1654618489840417024,0.328262359,-0.107851967,-0.255220801
1654618489850349312,0.002752074,0.004409995,-0.340297163
1654618489860281344,-0.152300894,0.046139065,-0.393812031
1654618489870212352,-0.121974081,0.023179274,-0.39268449
1654618489880144128,0.078172863,-0.031780381,-0.331882656
1654618489890076160,0.350552529,-0.108708128,-0.226262838
1654618489900008192,0.554338157,-0.176118329,-0.133434102
1654618489909939200,0.611122012,-0.21736677,-0.046749018
1654618489919870976,0.518630743,-0.229835957,0.014900761
1654618489929803008,0.304079801,-0.236391276,0.027851352
1654618489939734272,0.012019185,-0.243630007,0.004672798
1654618489949666304,-0.255947053,-0.20031403,-0.05768609
1654618489959598336,-0.424978405,-0.125331119,-0.15412581
1654618489969530112,-0.485015839,0.000968373,-0.243953511
1654618489979461120,-0.473242015,0.131914929,-0.277976722
1654618489989393152,-0.447924942,0.207632244,-0.24630031
1654618489999325184,-0.452285081,0.168489099,-0.182638511
1654618490009257216,-0.544500828,0.061796922,-0.104960874
1654618490019188224,-0.684268594,0.018501384,-0.057775259
1654618490029120256,-0.823473752,0.098012559,-0.063254744
1654618490039052288,-0.942275822,0.172851116,-0.096758641
1654618490048983040,-0.965396881,0.286126286,-0.129380882
1654618490058915072,-0.920666993,0.402375907,-0.16027993
1654618490068847104,-0.884354651,0.589733362,-0.190211192
1654618490078779136,-1.024665117,0.625571787,-0.138401792
1654618490088710400,-1.455186009,0.243548811,0.026162235
1654618490098642176,-1.964668393,-0.752261996,0.112234801
1654618490108574208,-2.292647839,-2.082876205,-0.129373133
1654618490118506240,-2.251941919,-2.804392338,-0.720582128
1654618490128437248,-1.92502284,-2.246349096,-1.204980493
1654618490138369280,-1.570259452,-0.232364655,-1.067108512
1654618490148301056,-1.130764127,1.962516308,-0.337416351
1654618490158233088,-0.540081978,2.692471504,0.0618461
1654618490168164352,0.187712669,2.069089413,-0.163922146
1654618490178096384,1.073877692,0.740095019,-0.384897679
1654618490188028160,1.827281594,-0.485282809,-0.352001995
1654618490197960192,2.163896322,-0.963806212,-0.278841764
1654618490207891200,2.141131401,-0.84660548,-0.260959923
1654618490217823232,1.895888805,-0.271323234,-0.262496561
1654618490227755264,1.650562048,0.217343018,-0.180343226
1654618490237686272,1.579242945,0.453653276,-0.153403223
1654618490247618304,1.555835128,0.486703724,-0.202748001
1654618490257550336,1.437881827,0.400540084,-0.304938018
1654618490267482368,1.219178319,0.376922041,-0.445349544
1654618490277413120,1.001938343,0.46961844,-0.584094882
1654618490287345152,0.889660299,0.67043525,-0.673561811
1654618490297277184,0.927692652,0.901215971,-0.737893939
1654618490307209216,1.071040869,1.099171042,-0.740124166
1654618490317140224,1.261016607,1.082970262,-0.594696701
1654618490327072256,1.341012478,0.796646357,-0.370820552
1654618490337004288,1.209804058,0.400415391,-0.141485617
1654618490346936320,0.906153441,0.051415533,0.015457863
1654618490356867328,0.443786889,-0.196917042,0.058735292
1654618490366799104,-0.014058826,-0.211938456,-0.035121657
1654618490376731136,-0.330932111,-0.101447091,-0.194573641
1654618490386662144,-0.490298301,-0.016612815,-0.361130893
1654618490396594176,-0.395835698,0.01089045,-0.47854808
1654618490406526208,-0.093767174,-0.09547478,-0.479422271
1654618490416458240,0.245878279,-0.31138739,-0.365235508
1654618490426389248,0.453662157,-0.561812878,-0.17447333
1654618490436321280,0.496733457,-0.619847417,0.01300415
1654618490446253312,0.410530567,-0.498842359,0.131306529
1654618490456185088,0.236865044,-0.259975165,0.157064885
1654618490466116096,0.068566754,-0.035592176,0.141555116
1654618490476048128,-0.040540561,0.054114275,0.108923927
1654618490485980160,-0.107078485,0.051005311,0.015299814
1654618490495912192,-0.14327617,-0.050880305,-0.090864971
1654618490505843200,-0.178322241,-0.204099283,-0.135591775
1654618490515775232,-0.216880024,-0.300600231,-0.129744813
1654618490525707264,-0.230946988,-0.28689605,-0.097354412
1654618490535639296,-0.250794709,-0.196055621,-0.085019179
1654618490545570048,-0.286135703,-0.083530501,-0.086802825
1654618490555502080,-0.348939687,0.015907137,-0.105043612
1654618490565434112,-0.485439897,0.06340795,-0.167055666
1654618490575366144,-0.666509509,0.068704709,-0.256872088
1654618490585297152,-0.786763251,0.069225647,-0.313986689
1654618490595229184,-0.782017529,0.038679454,-0.30780068
1654618490605161216,-0.660008431,0.034553543,-0.184804648
1654618490615092224,-0.410323262,0.091331609,0.000160412
1654618490625024256,-0.197793558,-0.006976509,0.163522467
1654618490634956032,-0.245798901,-0.307566702,0.192109108
1654618490644888064,-0.851566672,-0.781752229,-0.040833201
1654618490654819328,-1.984727859,-1.349107862,-0.443235785
1654618490664751360,-3.053477526,-1.674137831,-0.80367589
1654618490674683136,-3.35404253,-1.672398448,-0.960035384
1654618490684615168,-2.527949333,-1.239974618,-0.80782932
1654618490694546176,-0.944469452,-0.52827549,-0.286874294
1654618490704478208,0.301615596,-0.273328215,0.311878502
1654618490714410240,0.792002082,-0.348086327,0.547890782
1654618490724342016,0.87855655,-0.304704368,0.395748407
1654618490734273280,0.823728204,-0.129160747,0.065035194
1654618490744205312,0.825725675,0.025912024,-0.090439916
1654618490754137344,0.977509916,0.188589618,-0.062620267
1654618490764069376,1.162448525,0.363709927,-0.040332776
1654618490774000128,1.330460429,0.565554917,-0.020334834
1654618490783932160,1.440019965,0.778764844,0.016639035
1654618490793864192,1.438858271,0.969274044,0.008067386
1654618490803799552,1.312045693,1.078193784,-0.10575629
1654618490813730560,1.097520828,1.054642916,-0.249056995
1654618490823662592,0.886397004,0.935415089,-0.375749946
1654618490833594624,0.732534468,0.871390581,-0.458753496
1654618490843525632,0.646195233,0.978608012,-0.493758261
1654618490853457408,0.644739568,1.257482052,-0.450107187
1654618490863389440,0.763151586,1.487772942,-0.315736353
1654618490873321472,0.973177254,1.438467145,-0.164083704
1654618490883252736,1.140343547,1.076333642,-0.06938
1654618490893184512,1.13594234,0.518091977,-0.048596956
1654618490903116544,0.886021972,0.024803288,-0.128526226
1654618490913048576,0.466602892,-0.281751841,-0.244574264
1654618490922979584,-0.007593036,-0.439478695,-0.339767635
1654618490932911616,-0.441931456,-0.449926287,-0.418015838
1654618490942843392,-0.730037332,-0.29454124,-0.46133104
1654618490952775424,-0.759858608,-0.135213643,-0.418881565
1654618490962706688,-0.531919539,-0.120054267,-0.298272431
1654618490972638720,-0.210443243,-0.261228442,-0.15044409
1654618490982570752,0.074025698,-0.428272873,-0.001259834
1654618490992502528,0.214838475,-0.496990174,0.116097421
1654618491002433536,0.180796295,-0.436873108,0.170193404
1654618491012365568,0.040858645,-0.296664059,0.179244414
1654618491022297600,-0.140655264,-0.1355104,0.14768301
1654618491032229376,-0.286555737,-0.026638787,0.123871684
1654618491042160384,-0.354005158,0.027376214,0.12818259
1654618491052092672,-0.351089805,0.038155358,0.146020189
1654618491062024704,-0.319978833,0.037289005,0.140189245
1654618491071956736,-0.285424292,0.059236113,0.137050703
1654618491081887488,-0.255619973,0.093950972,0.137640014
1654618491091819520,-0.239569068,0.133161232,0.132152826
1654618491101751552,-0.268417567,0.168395922,0.115868941
1654618491111683584,-0.327775687,0.241848558,0.065316811
1654618491121614336,-0.415830821,0.29019931,-0.010424402
1654618491131546624,-0.445217729,0.295485944,-0.096162207
1654618491141478656,-0.393832386,0.320947468,-0.1808521
1654618491151409664,-0.30393818,0.391891956,-0.198563442
1654618491161341440,-0.291966975,0.382791221,-0.155591458
1654618491171273472,-0.383586347,0.218540758,-0.085967906
1654618491181205504,-0.664975107,-0.278018147,-0.02788314
1654618491191136512,-1.173225045,-1.116042256,0.021619432
1654618491201068544,-1.783151388,-1.936719179,-0.013866156
1654618491211000320,-2.539631844,-2.418115854,-0.198117226
1654618491220932608,-3.188063622,-2.32698822,-0.47042504
1654618491230863616,-3.458015203,-1.701788068,-0.709213436
1654618491240795648,-3.014914036,-0.716263235,-0.661143303
1654618491250727680,-1.984650254,-0.148882642,-0.162819251
1654618491260659456,-0.964797854,-0.188187867,0.325008869
1654618491270590464,-0.196163237,-0.266082674,0.198018685
1654618491280522496,0.327805758,-0.267644048,-0.321727693
1654618491290454528,0.645969868,-0.288819134,-0.715316832
1654618491300386304,1.021165609,-0.396998078,-0.765917242
1654618491310317568,1.430336952,-0.370583504,-0.635803163
1654618491320249600,1.747943878,-0.005348566,-0.519455373
1654618491330181632,1.96053648,0.459032714,-0.420115739
1654618491340113664,2.098679781,0.666749418,-0.249055624
1654618491350044416,2.075755835,0.602491617,-0.238798469
1654618491359976448,1.836587548,0.459996045,-0.420878768
1654618491369908480,1.520578146,0.341509342,-0.673663914
1654618491379840512,1.330634475,0.340043455,-0.873892248
1654618491389771520,1.318942666,0.427014589,-0.895516336
1654618491399703552,1.44618988,0.560694575,-0.737211585
1654618491409635584,1.589101434,0.574789107,-0.511009574
1654618491419567616,1.570396423,0.328409374,-0.296114892
1654618491429498368,1.345710039,-0.090882443,-0.0976713
1654618491439430400,0.89900732,-0.465386301,0.006414785
1654618491449362432,0.25961405,-0.617406964,-0.062589318
1654618491459294464,-0.345329911,-0.612149298,-0.223410994
1654618491469225728,-0.675386667,-0.562021673,-0.349063456
1654618491479157504,-0.705100715,-0.586062253,-0.326236427
1654618491489089536,-0.491868049,-0.73993355,-0.138718203
1654618491499021568,-0.172775626,-0.92633915,0.116908133
1654618491508952576,0.043906875,-0.977826059,0.36943385
1654618491518884608,0.090897053,-0.813250423,0.561982334
1654618491528816384,0.032812715,-0.474148244,0.68024081
1654618491538748416,-0.104010493,-0.084476486,0.696461916
1654618491548679680,-0.235734701,0.169851124,0.620327234
1654618491558611712,-0.272925466,0.233051628,0.465926141
1654618491568543488,-0.229902357,0.134392425,0.279759973
1654618491578474496,-0.13817744,0.019641222,0.148240477
1654618491588406528,-0.041195504,-0.008495076,0.124474175
1654618491598338560,0.037079938,0.053651448,0.151743248
1654618491608270592,0.084432811,0.122490436,0.203080729
1654618491618201600,0.12995258,0.16892527,0.250794143
1654618491628133632,0.177704394,0.238707006,0.260840654
1654618491638065664,0.175492629,0.298162878,0.23562929
1654618491647997696,0.165028006,0.349929154,0.173445284
1654618491657928448,0.19784765,0.326566935,0.100972392
1654618491667860480,0.271274477,0.212045148,-0.006865395
1654618491677792512,0.356262684,0.08822003,-0.12027555
1654618491687724544,0.434436321,0.005386668,-0.167064354
1654618491697655552,0.459794164,-0.004472543,-0.105180204
1654618491707587584,0.422057718,-0.026518723,-0.007159632
1654618491717519616,0.276568443,-0.161249712,0.058863424
1654618491727451648,0.012382043,-0.335853219,0.093638711
1654618491737382656,-0.492605269,-0.449474275,0.10081093
1654618491747314432,-1.324268341,-0.608241499,0.008635199
1654618491757246464,-2.160853386,-0.73605597,-0.15930368
1654618491767178496,-2.691035986,-0.726731718,-0.33248347
1654618491777109504,-2.905820608,-0.750210464,-0.263447166
1654618491787041536,-2.637075424,-0.587137401,0.267340273
1654618491796973568,-1.838983536,-0.312995732,1.00956738
1654618491806902784,-0.924502492,-0.13081792,1.49894774
1654618491816834048,-0.312013924,0.072914906,1.362848401
1654618491826766080,0.026870407,0.27428022,0.749949813
1654618491836697856,0.280480802,0.295643449,0.248465449
1654618491846629888,0.68799293,0.054545082,0.091467045
1654618491856560896,1.227714896,-0.307599634,0.06192176
1654618491866492928,1.694372296,-0.50135684,-0.054883417
1654618491876424960,1.899894714,-0.538786113,-0.209111676
1654618491886356736,1.767788053,-0.562972963,-0.381858677
1654618491896288000,1.346963286,-0.547832131,-0.523502231
1654618491906220032,0.948514462,-0.582308888,-0.589834392
1654618491916152064,0.827948749,-0.647993445,-0.579771698
1654618491926083840,0.930235446,-0.57217592,-0.62417382
1654618491936014848,1.110971332,-0.382633776,-0.695854962
1654618491945946880,1.298426986,-0.136931062,-0.720576048
