Time (s),X (µT),Y (µT),Z (µT)
1654618491518884608,2.330535889,2.792404175,-28.0579834
1654618491528816384,2.349777222,2.508666992,-28.60766602
1654618491538748416,2.220321655,2.418983459,-28.57214355
1654618491548679680,2.365585327,2.658958435,-28.01184082
1654618491558611712,2.467437744,2.547714233,-28.85424805
1654618491568543488,2.627090454,2.520606995,-28.60784912
1654618491578474496,2.636703491,2.533554077,-28.53845215
1654618491588406528,2.56086731,2.675109863,-28.40704346
1654618491598338560,2.460891724,2.818107605,-28.46948242
1654618491608270592,2.645782471,2.607170105,-28.68096924
1654618491618201600,2.578140259,2.570472717,-28.75280762
1654618491628133632,2.315551758,2.281578064,-28.58477783
1654618491638065664,2.504135132,2.518882751,-28.87280273
1654618491647997696,2.719024658,2.415122986,-28.79919434
1654618491657928448,3.03074646,2.498687744,-29.07843018
1654618491667860480,3.224151611,2.686805725,-29.33880615
1654618491677792512,3.201034546,2.496406555,-29.45043945
1654618491687724544,2.870132446,2.393806458,-29.26245117
1654618491697655552,3.048202515,2.667221069,-29.50091553
1654618491707587584,3.285827637,2.505203247,-29.57299805
1654618491717519616,3.094299316,2.320968628,-29.7956543
1654618491727451648,3.51322937,2.271827698,-30.07598877
1654618491737382656,3.5209198,2.07371521,-29.88751221
1654618491747314432,3.632751465,2.030426025,-30.3605957
1654618491757246464,3.523925781,2.497055054,-30.68927002
1654618491767178496,3.5050354,3.128295898,-31.40783691
1654618491777109504,3.258895874,3.50075531,-30.90783691
1654618491787041536,3.162246704,4.048049927,-31.17102051
1654618491796973568,2.935287476,4.635871887,-30.95672607
1654618491806902784,3.095855713,4.891654968,-30.98278809
1654618491816834048,3.123916626,5.308547974,-30.94500732
1654618491826766080,3.025741577,5.218704224,-30.52502441
1654618491836697856,3.094573975,4.921585083,-30.56835938
1654618491846629888,3.148635864,5.124198914,-30.4609375
1654618491856560896,3.115325928,4.843582153,-30.78778076
1654618491866492928,3.268569946,4.608825684,-30.87854004
1654618491876424960,2.974563599,3.916389465,-30.85461426
1654618491886356736,2.791687012,3.964439392,-30.84124756
1654618491896288000,2.719329834,3.546630859,-30.90838623
1654618491906220032,2.501281738,3.360794067,-31.05560303
1654618491916152064,2.295791626,3.016304016,-31.05230713
1654618491926083840,2.000061035,3.048789978,-30.83874512
1654618491936014848,1.721679688,2.759559631,-30.41607666
1654618491945946880,1.41506958,2.543983459,-30.35284424
1654618491955878912,1.202865601,2.306213379,-30.4932251
1654618491965810944,1.130203247,2.473464966,-30.00909424
1654618491975741952,1.109848022,1.900970459,-29.44134521
