Time (s);Latitude (°);Longitude (°);Height (m);Velocity (m/s);Direction (°);Horizontal Accuracy (m);Vertical Accuracy (°)
109,0148555;52,31942205;4,94906909;-1,250969042;4,084890966;261,1731636;4,803049714;4,803049714
110,0148512;52,31940642;4,949016483;-1,148357948;4,082137042;251,3283974;4,810048988;4,810048988
111,0148495;52,31938338;4,948952816;-1,934005893;4,487281817;244,5139158;4,81598355;4,81598355
112,0148426;52,31936125;4,948891151;-1,639760586;4,399403204;240,6096811;4,829150641;4,829150641
113,0148383;52,31934989;4,948829996;-1,667361418;4,177551714;247,3809475;4,838907606;4,838907606
114,0148345;52,31933858;4,948777483;-1,408723637;3,871011133;248,7728957;4,858690092;4,858690092
115,0148305;52,31933901;4,948775308;-1,206578679;1,63842643;244,8634899;4,881893913;4,881893913
116,0148265;52,31934377;4,94878093;-1,233808759;0,534878924;-1;4,949262068;4,949262068
117,0148219;52,31933942;4,948790617;-1,34380491;0,484779855;-1;5,070944045;5,070944045
118,014818;52,31933124;4,948788667;-1,52251097;0,682185219;-1;5,929685343;5,929685343
119,0148143;52,31932628;4,948621802;-1,675323305;3,772547159;260,661119;5,546237487;5,546237487
120,0148104;52,31928866;4,948487589;-1,553950687;4,457604325;238,1664511;5,330447706;5,330447706
121,014806;52,31924537;4,948375851;-1,434860403;4,817044931;240,7968652;5,232338587;5,232338587
122,0148022;52,31920631;4,948299682;-1,158683246;4,706491349;240,6698399;5,133540586;5,133540586
123,0147982;52,31917395;4,948220009;-1,01674306;4,626696611;243,0811648;5,057421918;5,057421918
124,0147943;52,31914188;4,948143508;-1,010292829;4,686333613;240,2967821;5,019183958;5,019183958
125,0147904;52,31910958;4,948076741;-0,911285223;4,778071447;235,9487366;5,003583645;5,003583645
126,0147859;52,31908532;4,948013092;-0,608563302;4,478231033;240,4945641;4,979262604;4,979262604
127,0147825;52,3190617;4,947947878;-0,622200686;4,373013316;242,2033838;4,95642056;4,95642056
128,014779;52,31903797;4,947884893;-0,240892611;4,316217037;243,1373074;4,93972779;4,93972779
129,0147754;52,31900721;4,947818369;-0,406106305;4,748982538;238,0130706;4,924078311;4,924078311
130,014771;52,31898804;4,947759888;-0,404156121;4,228039073;242,567084;4,914792685;4,914792685
131,0147679;52,31897231;4,947696562;-0,539595467;4,317516225;247,2764739;4,899389527;4,899389527
132,0147645;52,31895761;4,947637024;-0,620104865;4,255379741;248,9172194;4,89530579;4,89530579
133,015025;52,31895659;4,94757867;-0,689609092;4,193819445;267,3095904;4,875488091;4,875488091
134,015036;52,31895528;4,947508919;-0,731614117;4,565707951;272,8335669;4,858180809;4,858180809
135,0150522;52,31895001;4,947440848;-0,752988745;4,496059634;270,2102108;4,850616269;4,850616269
136,0150561;52,31893131;4,947363427;-0,891169109;4,9575784;256,3630896;4,840824368;4,840824368
137,0150636;52,31890851;4,947303403;-0,660093539;4,659288492;245,5575405;4,849364193;4,849364193
138,0150684;52,31888516;4,947240764;-0,340664288;4,668041652;240,7206415;4,844985;4,844985
139,0150782;52,31886945;4,947183133;0,12291278;4,499296145;240,8766678;4,84676696;4,84676696
140,0150787;52,31883938;4,947123569;0,706647843;4,766455452;234,6867539;4,848884587;4,848884587
141,0150856;52,31882051;4,947063169;0,70557063;4,567490924;241,897942;4,847883349;4,847883349
142,0150877;52,31880216;4,946992435;0,948633703;4,867405327;242,2269696;4,845924014;4,845924014
143,0150949;52,31878041;4,94692235;0,568258093;5,068231936;240,2253442;4,846531088;4,846531088
144,0150927;52,31876587;4,946853705;0,69337603;4,876939497;243,4125315;4,851774246;4,851774246
145,0150955;52,31874032;4,946772089;0,673986552;5,291737454;242,5240303;4,841394149;4,841394149
146,0150957;52,31872737;4,946700618;0,027403107;4,984392812;245,3416299;4,844783665;4,844783665
147,0147802;52,31871274;4,946626477;-0,304640005;5,062276796;246,5895146;4,844764977;4,844764977
148,0147772;52,31868989;4,946564833;0,041802581;4,86338067;240,4182487;4,849643098;4,849643098
149,0147817;52,3186742;4,94651136;0,213512813;4,243460142;239,0895311;4,855283986;4,855283986
150,0147755;52,31865806;4,946439332;0,170761818;4,75871016;241,3673181;4,850348746;4,850348746
